segment_id,f1,f2,f3,f4,f5,f6,f7,sample_price_0_0,sample_rev_0,sample_price_1_0,sample_rev_1,sample_price_2_0,sample_rev_2,sample_price_3_0,sample_rev_3,sample_price_4_0,sample_rev_4,sample_price_5_0,sample_rev_5,sample_price_6_0,sample_rev_6,sample_price_7_0,sample_rev_7,sample_price_8_0,sample_rev_8,sample_price_9_0,sample_rev_9,sample_price_10_0,sample_rev_10,sample_price_11_0,sample_rev_11,sample_price_12_0,sample_rev_12,sample_price_13_0,sample_rev_13,sample_price_14_0,sample_rev_14,sample_price_15_0,sample_rev_15,sample_price_16_0,sample_rev_16,sample_price_17_0,sample_rev_17,sample_price_18_0,sample_rev_18,sample_price_19_0,sample_rev_19,sample_price_20_0,sample_rev_20,sample_price_21_0,sample_rev_21,sample_price_22_0,sample_rev_22,sample_price_23_0,sample_rev_23,sample_price_24_0,sample_rev_24,sample_price_25_0,sample_rev_25,sample_price_26_0,sample_rev_26,sample_price_27_0,sample_rev_27,sample_price_28_0,sample_rev_28,sample_price_29_0,sample_rev_29,sample_price_30_0,sample_rev_30,sample_price_31_0,sample_rev_31,sample_price_32_0,sample_rev_32,sample_price_33_0,sample_rev_33,sample_price_34_0,sample_rev_34,sample_price_35_0,sample_rev_35,sample_price_36_0,sample_rev_36,sample_price_37_0,sample_rev_37,sample_price_38_0,sample_rev_38,sample_price_39_0,sample_rev_39,sample_price_40_0,sample_rev_40,sample_price_41_0,sample_rev_41,sample_price_42_0,sample_rev_42,sample_price_43_0,sample_rev_43,sample_price_44_0,sample_rev_44,sample_price_45_0,sample_rev_45,sample_price_46_0,sample_rev_46,sample_price_47_0,sample_rev_47,sample_price_48_0,sample_rev_48,sample_price_49_0,sample_rev_49,target,alpha_0,opt_price_0,optrev,prob_nobuy,optimized_outcome
0,0,0,0,0,0,0,0,0.7625950955005918,0.3571602922333748,5.0,0.025841601183731244,0.05,0.04996661674907142,1.4898496549181266,0.18476876738530662,4.332556691980752,0.03302805495927472,2.551520788909126,0.0805433356479382,5.0,0.025841601183731244,4.309050514765492,0.03333652718614441,4.863346848127845,0.02709945235562888,0.7223068375353094,0.3650156524585495,2.6490733759056875,0.07571462994932886,3.308655173609946,0.052220551841651267,5.0,0.025841601183731244,0.05,0.04996661674907142,3.30073017990029,0.052432187065471696,2.7550309824778236,0.07095442181299139,1.0208016546047718,0.2902987684593457,5.0,0.025841601183731244,2.9784650919376277,0.06230870376271224,3.0993743831554568,0.05828968845083918,0.05,0.04996661674907142,1.358544268000899,0.2093051694845517,0.4135395805252071,0.34076200052649475,2.604067243146531,0.07788582646410062,5.0,0.025841601183731244,0.05,0.04996661674907142,2.2797884588092336,0.0967648749766383,0.05,0.04996661674907142,3.738627158437997,0.04246261317417997,1.3329495664071842,0.2145442758886193,2.2650194677868436,0.09778458380321617,5.0,0.025841601183731244,4.47773382092239,0.03121820385742456,2.3500971835884954,0.09212320371500922,0.8702687370131614,0.3311611380328862,4.21293189434113,0.03464606129108227,0.05,0.04996661674907142,2.161896807165908,0.10537558974822632,0.05,0.04996661674907142,2.5772296596816298,0.0792261237676624,2.458116629291501,0.0856208310413489,0.6523209943376695,0.37465545289277363,0.05,0.04996661674907142,2.9381748836188573,0.06374353180934912,0.798453548171268,0.3491479654756984,1.6470280446551573,0.16009490160444323,0.05,0.04996661674907142,5.0,0.025841601183731244,3.5804643648597505,0.04569431004640761,0.05,0.04996661674907142,1,1.900803976188217,0.59558219736595,0.37740231264186913,0.0006676650185716513,0
1,0,0,0,0,0,0,1,2.155756811397283,0.0988839738155402,5.0,0.023802105584683736,0.05,0.049965879954610354,2.7814563609007954,0.06491763981844346,2.905966594367686,0.06030634398483033,0.05,0.049965879954610354,0.05,0.049965879954610354,0.05,0.049965879954610354,0.9120719557594454,0.30760121046005184,4.177513975680199,0.03245956988647285,4.435448523048326,0.029275406343102134,3.458688737490325,0.04487391101415115,0.05,0.049965879954610354,5.0,0.023802105584683736,1.022502244051027,0.27720187334530233,1.4357379495368265,0.18356319420112124,0.05,0.049965879954610354,3.1003083629182364,0.05405419346279885,2.8051612925500864,0.06399884405601856,0.924703426891321,0.30411208860812916,0.2961200929620924,0.27171963541648275,0.05,0.049965879954610354,3.4639731563508795,0.04475708694079178,4.784346225612692,0.025687574642461183,5.0,0.023802105584683736,2.082256856663998,0.10456841189231345,2.1056301624515417,0.1027091410300883,0.05,0.049965879954610354,2.533023645689019,0.07589784732236066,3.572996404860079,0.04244849290086388,2.3198764785245967,0.08774709259805442,3.3067971684175035,0.04844519333310599,2.4642908663628633,0.07943913533038341,3.6849787200506636,0.040264399157617564,5.0,0.023802105584683736,2.5822984300850194,0.07350485506710358,2.001395205674853,0.11140030301984467,5.0,0.023802105584683736,4.792573363469543,0.025611411354833018,1.6056155626375348,0.1563351991767458,0.05,0.049965879954610354,5.0,0.023802105584683736,0.05,0.049965879954610354,3.4931879213818893,0.044119669163859246,3.595740185034008,0.04199022060698895,0.18715499636524457,0.18249960329998927,1.8178649628456407,0.1295553104107602,5.0,0.023802105584683736,5.0,0.023802105584683736,0.5732085719131714,0.36989602515687237,1,1.7876389473120942,0.5822408530653334,0.36997452110650475,0.3546920906603199,1
2,0,0,0,0,0,1,0,0.05,0.049938545676558144,4.392545316540075,0.04922810374377359,0.05,0.049938545676558144,0.7936244278948825,0.35614249656420705,2.3249886048386457,0.12232831709308531,1.2304255981233547,0.26328780207924,0.05,0.049938545676558144,5.0,0.040671682945883365,1.8542814037735678,0.16507432908276673,0.05,0.049938545676558144,1.2570219716126536,0.2578571836956274,3.039013906052378,0.0840586746023507,1.6733446874078886,0.1876363319389543,0.05,0.049938545676558144,5.0,0.040671682945883365,2.517958596316834,0.10959751332214145,0.05,0.049938545676558144,5.0,0.040671682945883365,0.05,0.049938545676558144,0.05,0.049938545676558144,0.05,0.049938545676558144,2.0784958576813537,0.14227132081496505,3.7285867546246814,0.06257113384673611,4.4518377901610595,0.04826701497651822,0.05,0.049938545676558144,0.05,0.049938545676558144,0.05,0.049938545676558144,0.6642460302325588,0.3715968839130684,5.0,0.040671682945883365,5.0,0.040671682945883365,2.877966976448081,0.09083621983776345,2.5439061923995467,0.10804608769243838,4.551292729620684,0.0467228491310534,0.05,0.049938545676558144,4.768558060073559,0.04361960641696917,3.757809868937087,0.061863677772815616,0.05,0.049938545676558144,2.768368464172868,0.09596756936255044,1.9310180878674237,0.15668921942204864,3.0924534248407465,0.08198871135368781,5.0,0.040671682945883365,4.239512869549031,0.05185997170522547,2.144478081353142,0.1364658326709291,0.8873888607797662,0.3382294398621208,1.4025408124532,0.23013527267525544,4.076350095516091,0.05493108300931283,5.0,0.040671682945883365,1.3128756307846527,0.24680960159997184,4.159934060279143,0.053321542294757635,0.05,0.049938545676558144,1,2.0663669964380365,0.6217136824876155,0.3728298134706134,0.0012290864688372293,1
3,0,0,0,0,0,1,1,5.0,0.031567995346810776,3.5043349240061388,0.05557577910804978,5.0,0.031567995346810776,2.1270136221471123,0.11957408574950253,0.21125805489918736,0.20319091396940048,1.5957829071813208,0.17907972773109462,0.9594226190889994,0.31073268113764657,4.195545823349392,0.041777958315489784,3.7018480449718543,0.05096448510659247,4.855347836050939,0.03308739819442158,2.4725889342116525,0.09546581109323618,5.0,0.031567995346810776,5.0,0.031567995346810776,1.0430308698458621,0.28987872531859943,0.05,0.049954432861215634,1.0709110671734272,0.2830128576459311,4.573375121647723,0.036409434804670605,2.5785231526137244,0.0895589613996214,5.0,0.031567995346810776,0.9442569282170652,0.31451020821208553,2.3795428485127035,0.10116740321763637,0.05,0.049954432861215634,1.4891238010392565,0.1959285327671686,1.8226096752187821,0.1493466081066507,3.737876516738644,0.05018912441905296,2.4798489923815064,0.09504194800525272,4.069675628358236,0.04385289032892162,2.152657294052658,0.11748124635496413,0.7830066484174396,0.35171210558370963,4.238848565034393,0.041100262462327175,0.05,0.049954432861215634,0.23402314242063937,0.22247594228378775,0.05,0.049954432861215634,0.05,0.049954432861215634,0.05,0.049954432861215634,0.6384332543641573,0.37149371894792965,5.0,0.031567995346810776,3.072197531835933,0.06832280977595212,2.820158984243924,0.07803915082729042,3.1867676464865045,0.06452295044206219,4.837367069477569,0.03328446175262404,1.2200395434186866,0.2481413001099237,5.0,0.031567995346810776,4.284382411670044,0.040406447214389234,1.4499965541388955,0.2026312934398928,1.4103482122457431,0.20972381917932006,4.542066459121196,0.03681116549225252,0.05,0.049954432861215634,2.9395059527250393,0.07318414975781617,5.0,0.031567995346810776,1,1.943345115302502,0.602667492893219,0.37250532985340623,0.9936864009306379,0
4,0,0,0,0,1,0,0,0.7163906447833734,0.3764698691972694,2.684888304434216,0.07816376829220849,3.3143114661281596,0.0549755588739746,5.0,0.02727714999239756,3.3788398470280785,0.05321534270770192,2.076197852810604,0.11849063169056698,2.727591217847803,0.07615021371649626,0.05,0.049968674860100815,0.05,0.049968674860100815,1.8155381022671073,0.14579721547539748,1.015829067024279,0.30376487571626243,1.5749891441679615,0.1796429340912017,2.9988319297762347,0.06503442714382789,1.8085286920853554,0.14665208746842814,0.05,0.049968674860100815,1.0830814587073596,0.2855642477124584,1.6380783031295272,0.1698008024806101,1.4349048957732446,0.20433707708776658,3.0498112046988894,0.06322505123832697,1.503915050776766,0.19165967555277832,0.5608678978551245,0.3834506638351538,1.47594292837413,0.19667465921328386,4.3585963652101,0.03451261833421408,3.312151213289075,0.05503604196823659,0.05,0.049968674860100815,4.480058161537766,0.03292715732182441,3.037244424339603,0.06366380008244306,3.2332801534562488,0.05731691437037102,0.3775179002207958,0.32631811472960076,4.065473246709302,0.03887049406888677,5.0,0.02727714999239756,5.0,0.02727714999239756,0.6848843936437619,0.38080348858485796,5.0,0.02727714999239756,5.0,0.02727714999239756,4.903171670203729,0.02820830638663602,0.05,0.049968674860100815,0.05,0.049968674860100815,4.87334422788126,0.02850521393363141,2.597379527078102,0.08255269388703236,3.771603195957855,0.04416796518513235,5.0,0.02727714999239756,1.7203545272625025,0.1580371361277559,0.05,0.049968674860100815,5.0,0.02727714999239756,3.9566958284667444,0.04070978042235469,5.0,0.02727714999239756,5.0,0.02727714999239756,0.3915661060012048,0.33371068861235714,2.2856112607867147,0.10166473696765732,1,2.01352568347404,0.608248836608262,0.38559388169432657,0.9555196726968067,1
5,0,0,0,0,1,0,1,0.05,0.04995205103011782,5.0,0.031180668897136568,0.05,0.04995205103011782,2.5929334765078913,0.08727513314082117,0.5124490935384962,0.3616343028929757,3.350713386144765,0.05872277163300984,5.0,0.031180668897136568,4.035458371925713,0.043824886038371064,3.5261273795331247,0.05420961787249201,0.05,0.04995205103011782,2.255217368843971,0.10766876001403955,5.0,0.031180668897136568,4.034641450593364,0.043838922278476404,0.05,0.04995205103011782,1.3441267769928968,0.2179521342995509,1.1677608355784603,0.2550054359061106,0.05,0.04995205103011782,4.901477113614854,0.03218525370185938,0.05,0.04995205103011782,1.4266041961292373,0.20275770846201752,5.0,0.031180668897136568,3.187962735102995,0.06346989508489269,5.0,0.031180668897136568,1.2181159565205129,0.24380278623285875,0.6322409310924544,0.3672405069064341,1.2447746331875666,0.23806882356330486,4.799513360133368,0.03328094918451883,5.0,0.031180668897136568,2.550170125562088,0.08950985095411457,3.426705579414145,0.05669675214055493,1.4327433087851273,0.2016801929385929,3.7242934058473227,0.049743078168348644,0.05,0.04995205103011782,3.299233506286864,0.06016158319902124,2.0827020835208967,0.1210529477509024,0.05,0.04995205103011782,3.8953110346221362,0.04634266190173649,0.05,0.04995205103011782,3.2480515681333064,0.061648445051027206,1.964548421298852,0.1317276531034724,0.8271045352629727,0.33691977353867647,0.05,0.04995205103011782,1.3494107882676702,0.21693804526203564,4.447822586057204,0.03756184733595178,0.05,0.04995205103011782,3.2751626938794844,0.06085367023372693,0.29485311805835357,0.26840302305526653,0.3582332557489556,0.30781002713437083,4.146190086664881,0.041986929357031195,3.340627997810114,0.05900030758448612,1,1.8936497283689293,0.5969322790783269,0.36822879631373884,0.9823385580126963,0
6,0,0,0,0,1,1,0,5.0,0.03333215761367255,1.2608826353548368,0.26128552567973096,0.44418867177154997,0.35854018910273716,0.05,0.0499640983691423,4.7716280698226425,0.03598745254402238,1.3460235168117556,0.2424638146102645,2.212214635287431,0.1225513374521223,1.7079123600519215,0.1784364640001803,5.0,0.03333215761367255,3.8997232092605114,0.05002188567398561,5.0,0.03333215761367255,3.2010802904805105,0.06878863589930369,0.05,0.0499640983691423,5.0,0.03333215761367255,1.7663354948864534,0.17027746051366197,4.129546643342895,0.045572828269782185,3.404495092258135,0.06230992148624878,5.0,0.03333215761367255,4.035902545300004,0.04730695161751968,2.7738172637142404,0.0863761830982839,2.190805625320176,0.12436335386450144,4.110576471754297,0.045915901565542136,1.181881242692045,0.2799922012611261,3.8252357027311223,0.05161274402342844,0.5813081113527019,0.39055683966140314,5.0,0.03333215761367255,3.6899080581741317,0.05471543821375112,5.0,0.03333215761367255,2.115841001277691,0.1310340582353005,0.23049599032016355,0.2212555086973193,5.0,0.03333215761367255,3.3821300921750463,0.06297434575812613,0.05,0.0499640983691423,4.5666693358636765,0.0386692754946712,1.5018632441764033,0.211823784463065,2.368080922561783,0.11047977805091447,5.0,0.03333215761367255,2.8381843137357308,0.0833053475756974,0.5846120334414848,0.39082975828803196,5.0,0.03333215761367255,1.4770063526566573,0.2163838046830103,4.282822311412462,0.04294380965979001,4.271317438491989,0.043132699868860244,5.0,0.03333215761367255,5.0,0.03333215761367255,2.263020726720842,0.11840661522567264,4.379868093098953,0.04140138486650381,5.0,0.03333215761367255,3.2177177796423555,0.06821985862876244,2.936985690729026,0.07891094369708977,1,2.1889069419744875,0.6292728079138953,0.392559278433183,0.9731319958601833,1
7,0,0,0,0,1,1,1,0.8869825924266082,0.34427716239317174,0.9015205993304656,0.3403411499142694,5.0,0.026387742754893743,1.9148731090693283,0.13437898361030168,0.1103538422780197,0.10981123744525854,1.5741193962455835,0.18082148448586305,1.2886939747806678,0.23731261731564468,4.275006490101836,0.03469966200421694,5.0,0.026387742754893743,2.4115546884620507,0.0924793904737922,0.30590275886353924,0.28247623683852313,5.0,0.026387742754893743,3.7325770037089905,0.04393440609482616,3.215120109065078,0.05684263234067658,4.927043539553978,0.027075859167803074,0.05,0.04997236381910126,0.05,0.04997236381910126,0.9395253206131853,0.3298440530600295,2.8776731290489996,0.06870402738014239,3.744814255363027,0.043685779482243045,4.516745857189554,0.03152311417060474,2.949625343825419,0.06587544878486863,5.0,0.026387742754893743,1.8512364112073325,0.14167071928192762,3.355632018167996,0.0528104454672323,0.5737473073726336,0.38967244025536635,1.447352069464577,0.20361192170913467,5.0,0.026387742754893743,0.620192675117849,0.39107087508368504,0.05,0.04997236381910126,4.55432860468424,0.031070021301938047,3.237403364631538,0.05617219800231674,4.963741668324977,0.02672627833688205,2.2527084414618597,0.10348359468649558,0.6204474783462595,0.39106728908074523,3.15033341738178,0.05886329687109585,3.6895267397866514,0.04482669410511651,0.05,0.04997236381910126,3.888071534710513,0.04093012383918294,2.864397595843153,0.06924615655234752,2.792244965475927,0.07231000988764234,0.5452373870412373,0.38662076208801216,2.208011919092547,0.10693220818861854,3.3915307784686775,0.0518508024450178,1.1954471229497716,0.2599251908499653,4.295649569292334,0.0344093741646729,2.6285794594659224,0.08007393291307265,2.374769500992378,0.0948665412142015,5.0,0.026387742754893743,5.0,0.026387742754893743,1,2.0585896023651555,0.6125656942822177,0.3911239248384852,0.9947224514490213,0
8,0,0,0,1,0,0,0,0.7696455897838115,0.3652704755737132,0.05,0.04996707705371953,1.72997541500716,0.15737064183922173,3.486160725027133,0.051235458349203775,3.552010450554887,0.04965207437360371,5.0,0.02784408942043086,2.385483549528274,0.09572875851625333,0.9553918168267115,0.31934748726943174,2.6929807056339135,0.07862769052020938,1.5008576524093975,0.1925807672170764,5.0,0.02784408942043086,2.824590316207524,0.07270262721273694,2.044573829651959,0.1221877912025078,3.824178257751714,0.043853514688947,5.0,0.02784408942043086,0.05,0.04996707705371953,0.4404586799688204,0.3543316216579882,1.5502126498594564,0.18416514070670698,4.3130215073130795,0.0357864842475057,2.984016087599371,0.0664003995403483,0.05,0.04996707705371953,3.9749188963288353,0.04108477754108654,5.0,0.02784408942043086,4.10811628754038,0.038859285972618667,2.377567378638213,0.09624148110951242,0.7221700343423061,0.37394382953287064,0.6391922565338479,0.3831089260706355,2.5759742406197055,0.08454083208776521,3.4825734471467307,0.05132396894449148,1.6350477366708136,0.17080381309347556,3.1144446394590033,0.06185013653331628,2.785868428341761,0.07437266926747564,3.5977078335771555,0.048597645607914394,0.21161107110247546,0.20481514157913694,3.4109371990973614,0.053142588539881956,1.3891270057154497,0.21352188950314213,0.05,0.04996707705371953,0.754604953163855,0.36823148398900146,0.05,0.04996707705371953,5.0,0.02784408942043086,1.9717233839896902,0.12923921940375668,0.5925733278739611,0.383754859298613,0.05,0.04996707705371953,1.146276998881695,0.26865109925785674,0.05,0.04996707705371953,3.982403568426335,0.040954482996346186,1.082004570065461,0.2852765363843727,3.767192528248997,0.044976871786242954,3.6696778372987255,0.047006427092997315,2.984023716126349,0.0664001184263465,1,2.005604944719906,0.60765037388218,0.38396154897667145,0.977748126441655,0
9,0,0,0,1,0,0,1,0.9636669197357137,0.30349926456657467,0.05,0.049954221247844044,1.6129236018903077,0.1713011984773156,4.497192966297437,0.035855794705251,0.05,0.049954221247844044,3.6776353757922,0.049465046585774455,0.145353254899514,0.1431883872957002,0.12292907727166469,0.12174381808026571,0.29415333525054566,0.26830874502289187,2.9353969713414245,0.0706118223332734,5.0,0.030235671724994848,0.05,0.049954221247844044,0.05,0.049954221247844044,3.3084472399940923,0.05850277243501204,2.969352796891672,0.0693525337843213,5.0,0.030235671724994848,0.0701136770906472,0.06995785192458188,4.001885752771255,0.043227821418003014,2.1532650474763675,0.11346653092743812,1.759421641588224,0.1520047784471833,1.9802250907191286,0.12836914662260582,0.05,0.049954221247844044,3.370107421454965,0.056818995104135565,5.0,0.030235671724994848,0.05,0.049954221247844044,4.96286450368521,0.030600941959851816,4.003499875164812,0.04319996528745092,1.2434970392546125,0.23687949989939744,5.0,0.030235671724994848,5.0,0.030235671724994848,0.3532154173684976,0.30561076730113335,1.21784113563021,0.24245157201707712,0.05,0.049954221247844044,2.8008097321835375,0.0759747907360139,1.8589165724593086,0.1406272109910504,4.178329522809931,0.04034429777656594,0.37386690609831996,0.316609828800751,5.0,0.030235671724994848,3.1864137476959637,0.062077475131508436,3.322953051360388,0.058099605235895024,4.031442469761794,0.042722245648313895,3.568300660668183,0.0518967770671159,1.4938541060759423,0.18957027577437024,2.2307714474936984,0.1076261862318395,3.2837534995016378,0.05919937308618682,2.9278425714961016,0.07089688002798103,2.2117942053197335,0.10901315400806497,2.0400731870121445,0.12289852839898852,0.05,0.049954221247844044,0.05,0.049954221247844044,1,1.8862005535640818,0.5956490656508334,0.3688959939114934,0.0009155750431191241,0
